X,Y,Name,description,altitudeMode,X_ADDR,ADDRESSPOSTALCODE,ADDRESSFLOORNUMBER,DESCRIPTION2,HYPERLINK,PHOTOURL,ADDRESSBUILDINGNAME,FMEL_UPD_D,LANDYADDRESSPOINT,ADDRESSUNITNUMBER,SHAPE,Y_ADDR,ADDRESSSTREETNAME,INC_CRC,LANDXADDRESSPOINT,Field_1,ADDRESSBLOCKHOUSENUMBER,NAME2
103.831391831712,1.40966129498569,Water-Venture (Lower Seletar Reservoir),Water-Venture,clampToGround,27785.58,769140,1,,"<a target=""_blank"" href=""http://www.water-venture.org.sg/"">http://www.water-venture.org.sg/</a>",,,4/17/2014 8:55:27 AM,43498.7,0,Point,43498.6999,Yishun Avenue 1,3F622CBAE22E2E05,27785.58,Water-Venture (Lower Seletar Reservoir),100,
103.930658217801,1.34245540707414,Water-Venture (Bedok Reservoir),Water-Venture   Bedok Reservoir Road   c/o 9 King George's Avenue Singapore 208581   Tel: 9710 1697,clampToGround,38832.8499,208581,1,,"<a target=""_blank"" href=""http://www.water-venture.org.sg/"">http://www.water-venture.org.sg/</a>",,,4/17/2014 8:55:27 AM,36067.63,0,Point,36067.63,,C5EAC6FE48F9953E,38832.85,Water-Venture (Bedok Reservoir),,
103.989879302867,1.39105655777736,Water-Venture (Changi),Water-Venture,clampToGround,45423.1799,498988,1,,"<a target=""_blank"" href=""http://www.water-venture.org.sg/"">http://www.water-venture.org.sg/</a>",,,4/17/2014 8:55:27 AM,41442.06,0,Point,41442.06,Nicoll Drive Changi Point,34235F2F5C1A69B6,45423.18,Water-Venture (Changi),285,
103.867608003726,1.30372454062664,Water-Venture (Kallang),Water-Venture,clampToGround,31816.0999,199587,1,,"<a target=""_blank"" href=""http://www.water-venture.org.sg/"">http://www.water-venture.org.sg/</a>",,,4/17/2014 8:55:27 AM,31784.78,0,Point,31784.7799,Beach Road,2CBD0215E28F4E62,31816.1,Water-Venture (Kallang),4876,
103.943446101151,1.38494697356842,Water-Venture (Pasir Ris),Water-Venture,clampToGround,40255.79,519926,1,,"<a target=""_blank"" href=""http://www.water-venture.org.sg/"">http://www.water-venture.org.sg/</a>",,,4/17/2014 8:55:27 AM,40766.2,0,Point,40766.1999,Elias Road,E4B246CA9F9D626E,40255.79,Water-Venture (Pasir Ris),125,
103.843152369032,1.45913413340536,Water-Venture (Sembawang),Water-Venture,clampToGround,29094.3399,759057,1,,"<a target=""_blank"" href=""http://www.water-venture.org.sg/"">http://www.water-venture.org.sg/</a>",,,4/17/2014 8:55:27 AM,48969.16,0,Point,48969.16,Jalan Mempurong,00EEBDECCC897597,29094.34,Water-Venture (Sembawang),57,
103.849851698772,1.36307895297361,Ang Mo Kio Swimming Complex,"Facilities:   1 Competition Pool, 1 Teaching pool, 1 Wading pool   Operating Hours:   8.00am - 9.30pm (Thu",clampToGround,29839.9412,569978,1,,,,,4/17/2014 8:55:27 AM,38347.8672,0,Point,38347.8672,Ang Mo Kio Ave 1,CFA87360B1683F60,29839.9412,Ang Mo Kio Swimming Complex,1771,
103.936455255937,1.32540049090398,Bedok Sports and Recreation Centre,"Facilities:   1 Competition Pool, 1 Teaching pool, 1 Wading pool, 1 Learners' pool   Operating Hours:   8.",clampToGround,39478.0773,467355,1,,"<a target=""_blank"" href=""http://www.icanbook.com.sg/"">http://www.icanbook.com.sg/</a>",,,4/17/2014 8:55:27 AM,34181.8081,0,Point,34181.8081,New Upper Changi Road,AAE0BBF977B97B36,39478.0774,Bedok Sports and Recreation Centre,901,
103.747954223108,1.34433159736466,Bukit Batok Swimming Complex,"Facilities:   1 Competition Pool, 1 Teaching pool, 1 Wading pool   Operating Hours:   8.00am - 9.30pm (Thu",clampToGround,18499.8778,659581,1,,,,,4/17/2014 8:55:27 AM,36275.0401,0,Point,36275.0401,Bukit Batok St. 22,DCB4AB3677AFBD69,18499.8779,Bukit Batok Swimming Complex,2,
103.793134174577,1.31094740934626,Buona Vista Swimming Complex,"Facilities:   1 Competition Pool, 1 Teaching pool, 1 Wading pool   Operating Hours:   8.00am - 9.30pm (Thu",clampToGround,23527.8552,278938,1,,,,,4/17/2014 8:55:27 AM,32583.4576,0,Point,32583.4575,Holland Drive,411EE4911C562F72,23527.8552,Buona Vista Swimming Complex,76,
103.748024138266,1.39055252087651,Choa Chu Kang Sports and Recreation Centre,"Facilities:   1 Competition Pool, 1 Toddler's Pool, 1 Wave Pool, 1 Interactive Pool, 1 Water slide, 1 Ri",clampToGround,18507.8403,689236,1,,"<a target=""_blank"" href=""http://www.icanbook.com.sg/"">http://www.icanbook.com.sg/</a>",,,4/17/2014 8:55:27 AM,41385.9199,0,Point,41385.9199,Choa Chu Kang St 53,DD91D8ADE7BA0833,18507.8403,Choa Chu Kang Sports and Recreation Centre,1,
103.765826634595,1.31043877010003,Clementi Sports and Recreation Centre,"Facilities:   1 Competition Pool, 1 Teaching pool, 1 Wading pool   Operating Hours:   8.00am - 9.30pm (Thu",clampToGround,20488.7812,129908,1,,"<a target=""_blank"" href=""http://www.icanbook.com.sg/"">http://www.icanbook.com.sg/</a>",,,4/17/2014 8:55:27 AM,32527.2802,0,Point,32527.2802,Clementi Ave 3,06C3C0E6A6E9C909,20488.7812,Clementi Sports and Recreation Centre,520,
103.818969923681,1.3182698078948,Co-Curricular Activities Branch (CCAB) Sports Fac,"Facilities:   1 Competition Pool, 1 Teaching Pool   Operating Hours:   8.00am - 9.30pm (Thursday to Tuesda",clampToGround,26403.1348,259366,1,,"<a target=""_blank"" href=""http://www.icanbook.com.sg/"">http://www.icanbook.com.sg/</a>",,,4/17/2014 8:55:27 AM,33393.0995,0,Point,33393.0995,Evans Road,7156ABFC90D873FE,26403.1349,Co-Curricular Activities Branch (CCAB) Sports Fac,21,
103.819320925013,1.28931175675498,Delta Sports and Recreation Centre,"Facilities:   1 Competition Pool, 1 Teaching pool, 1 Wading pool   Operating Hours:   8.00am - 9.30pm (Thu",clampToGround,26442.1801,158790,1,,"<a target=""_blank"" href=""http://www.icanbook.com.sg/"">http://www.icanbook.com.sg/</a>",,,4/17/2014 8:55:27 AM,30191.067,0,Point,30191.0669,Tiong Bahru Road,993DFD5650B66B9A,26442.1801,Delta Sports and Recreation Centre,900,
103.887659816209,1.3209536794317,Geylang East Swimming Complex,"Facilities:   1 Competition Pool, 1 Teaching pool, 1 Wading pool   Operating Hours:   8.00am - 9.30pm (Thu",clampToGround,34047.6429,389862,1,,,,,4/17/2014 8:55:27 AM,33689.9297,0,Point,33689.9297,Aljunied Crescent,7B5A5431B96C0AB2,34047.6429,Geylang East Swimming Complex,601,
103.850114362781,1.33050649487261,Toa Payoh Sports and Recreation Centre,"Facilities:   1 Teaching Pool, 1 Wading Pool, 1 Training Pool   Operating Hours:   8.00am - 9.30pm (Thursd",clampToGround,29869.1973,319392,1,,"<a target=""_blank"" href=""http://www.icanbook.com.sg/"">http://www.icanbook.com.sg/</a>",,,4/17/2014 8:55:27 AM,34746.1713,0,Point,34746.1712,Toa Payoh Lor. 6,098A666C39A46950,29869.1974,Toa Payoh Sports and Recreation Centre,301,
103.885789260544,1.39549658755636,Sengkang Sports and Recreation Centre,"Facilities:   1 Competition Pool, 2 Teaching Pool, 1 Fun Pool, 1 Jacuzzi, 8 Slides   Operating Hours:   8.",clampToGround,33839.2895,544964,1,,"<a target=""_blank"" href=""http://www.icanbook.com.sg/"">http://www.icanbook.com.sg/</a>",,,4/17/2014 8:55:27 AM,41932.5033,0,Point,41932.5033,Anchorvale Road,5B3E9E8A34AEEB70,33839.2896,Sengkang Sports and Recreation Centre,57,
103.887094825238,1.36991088722865,Hougang Sports and Recreation Centre,"Facilities:   1 Competition Pool, 1 Teaching pool, 1 Wading pool   Operating Hours:   8.00am - 9.30pm (Thu",clampToGround,33984.6457,538830,1,,"<a target=""_blank"" href=""http://www.icanbook.com.sg/"">http://www.icanbook.com.sg/</a>",,,4/17/2014 8:55:27 AM,39103.3685,0,Point,39103.3684,Hougang Ave 4,31FE34D8A8B4E8AE,33984.6457,Hougang Sports and Recreation Centre,95,
103.859961714822,1.31085491681728,Jalan Besar Sports and Recreation Centre,"Facilities:   1 Competition Pool, 1 Teaching pool, 1 Wading pool   Operating Hours:   8.00am - 9.30pm (Thu",clampToGround,30965.1294,207542,1,,,,,4/17/2014 8:55:27 AM,32573.2101,0,Point,32573.2101,Tyrwhitt Road,A2202F53BA6F579F,30965.1294,Jalan Besar Sports and Recreation Centre,100,
103.729146210769,1.34679360312438,Jurong East Sports and Recreation Centre,"Facilities:   1 Competition Pool, 1 Wave Pool, 1 Lazy River, 3 Water Slides, 1 Jacuzzi, 1 Kiddy Fun Stat",clampToGround,16406.7607,609517,1,,"<a target=""_blank"" href=""http://www.icanbook.com.sg/"">http://www.icanbook.com.sg/</a>",,,4/17/2014 8:55:27 AM,36547.3578,0,Point,36547.3577,Jurong East Street 31,0A960FEBE4FFB35E,16406.7607,Jurong East Sports and Recreation Centre,21,
103.951822505812,1.37444845767092,Pasir Ris Sports and Recreation Centre,"Facilities:   1 Competition Pool, 1 Learner Pool, 1 Wading Pool, 1 Toddlers Pool, 2 Slides, 1 Jacuzzi Po",clampToGround,41188.0362,519640,1,,"<a target=""_blank"" href=""http://www.icanbook.com.sg/"">http://www.icanbook.com.sg/</a>",,,4/17/2014 8:55:27 AM,39605.3699,0,Point,39605.3698,Pasir Ris Central,706331879B24522A,41188.0362,Pasir Ris Sports and Recreation Centre,120,
103.846747885065,1.38153709452416,Yio Chu Kang Sports and Recreation Centre,"Facilities:   1 Competition Pool, 1 Teaching Pool, 1 Wading Pool   Operating Hours:   8.00am - 9.30pm (Thu",clampToGround,29494.5119,569771,1,,"<a target=""_blank"" href=""http://www.icanbook.com.sg/"">http://www.icanbook.com.sg/</a>",,,4/17/2014 8:55:27 AM,40388.8725,0,Point,40388.8725,Ang Mo Kio Ave 9,63736BFA9C4BD94F,29494.5119,Yio Chu Kang Sports and Recreation Centre,202,
